"Subject1Year2012_TableS3"
"Subject2Year2012_TableS3"
"Subject3Year2012_TableS3"
"Subject4Year2012_TableS3"
"Subject5Year2012_TableS3"
"Subject6Year2012_TableS3"
"Subject7Year2012_TableS3"
"Subject8Year2012_TableS3"
"Subject9Year2012_TableS3"
"Subject10Year2012_TableS3"
"Subject11Year2012_TableS3"
"Subject12Year2007_TableS3"
"Subject12Year2008_TableS3"
"Subject12Year2009_TableS3"
"Subject12Year2010_TableS3"
"Subject12Year2011_TableS3"
"Subject12Year2012_TableS3"
"Subject13Year2007_TableS3"
"Subject13Year2012_TableS3"
"Subject14Year2007_TableS3"
"Subject14Year2012_TableS3"
"Subject15Year2007_TableS3"
"Subject15Year2008_TableS3"
"Subject15Year2009_TableS3"
"Subject15Year2010_TableS3"
"Subject15Year2011_TableS3"
"Subject15Year2012_TableS3"
"Subject16Year2007_TableS3"
"Subject16Year2008_TableS3"
"Subject16Year2009_TableS3"
"Subject16Year2010_TableS3"
"Subject16Year2011_TableS3"
"Subject16Year2012_TableS3"
"Subject17Year2007_TableS3"
"Subject17Year2009_TableS3"
"Subject17Year2012_TableS3"
"Subject18Year2012_TableS3"
"Subject19Year2012_TableS3"
"Subject20Year2012_TableS3"
"Subject21Year2012_TableS3"
"Subject22Year2012_TableS3"
"Subject23Year2007_TableS3"
"Subject23Year2008_TableS3"
"Subject23Year2009_TableS3"
"Subject23Year2010_TableS3"
"Subject23Year2011_TableS3"
"Subject23Year2012_TableS3"
"Subject24Year2007_TableS3"
"Subject24Year2008_TableS3"
"Subject24Year2009_TableS3"
"Subject24Year2010_TableS3"
"Subject24Year2011_TableS3"
"Subject24Year2012_TableS3"
"Subject25Year2007_TableS3"
"Subject25Year2008_TableS3"
"Subject25Year2009_TableS3"
"Subject25Year2010_TableS3"
"Subject25Year2011_TableS3"
"Subject25Year2012_TableS3"
"Subject26Year2007_TableS3"
"Subject26Year2012_TableS3"
"Subject27Year2007_TableS3"
"Subject27Year2008_TableS3"
"Subject27Year2009_TableS3"
"Subject27Year2010_TableS3"
"Subject27Year2011_TableS3"
"Subject27Year2012_TableS3"
"Subject28Year2007_TableS3"
"Subject28Year2008_TableS3"
"Subject28Year2009_TableS3"
"Subject28Year2010_TableS3"
"Subject28Year2011_TableS3"
"Subject28Year2012_TableS3"
"Subject29Year2007_TableS3"
"Subject29Year2008_TableS3"
"Subject29Year2009_TableS3"
"Subject29Year2010_TableS3"
"Subject29Year2011_TableS3"
