,full_comparison_name,RMSE
0,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_1,0.8521655217106443
1,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_3,0.8237802950972875
2,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_5,0.8038993634755062
3,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_8,0.7990571476048189
4,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_10,0.8031289756050862
5,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_1,0.9546953946346208
6,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_3,0.9399125931366534
7,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_5,0.9261294988024225
8,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_8,0.9341361536629781
9,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_10,0.9364714112810525
10,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_20,0.9315662033012322
11,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_50,0.9257443384244333
12,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_1,0.8263384653859341
13,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_3,0.8245917296631743
14,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_5,0.8180495610324309
15,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_8,0.8105866165206861
16,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_10,0.8147689362193987
17,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_20,0.8084426921934991
18,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_50,0.8131154448603524
19,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_100,0.813254907740493
20,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_1,0.7825064746780155
21,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_3,0.7616504393888259
22,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_5,0.7589997192598847
23,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_8,0.7545325246192276
24,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_10,0.7548610788564858
25,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_20,0.7535398063170541
26,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_50,0.7516411812848562
27,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_100,0.7479308386864916
28,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_200,0.7475521595209829
29,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_300,0.7465505845474152
30,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_500,0.7474341010394264
31,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_1,0.9152427174399673
32,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_3,0.8898977079348963
33,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_5,0.8839169736420518
34,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_8,0.8852202037293634
35,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_10,0.8844135857594541
36,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_20,0.8806481432770413
37,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_50,0.876745916558453
38,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_100,0.87470192238897
39,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_200,0.8733555975947949
40,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_300,0.8718985033867488
41,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_500,0.8714200844051541
42,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_750,0.8710737125096241
43,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_1,0.6455235211534358
44,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_3,0.6276512853355807
45,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_5,0.6243094843382453
46,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_8,0.623677870460662
47,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_10,0.6254665294903186
48,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_1,0.746106365814762
49,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_3,0.7158467027530768
50,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_5,0.711053756589801
51,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_8,0.7075937547351334
52,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_10,0.707690077029389
53,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_20,0.7085516276673648
54,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_50,0.7148048662288574
55,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_1,0.6808355159767002
56,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_3,0.6357376427666146
57,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_5,0.6369047041745395
58,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_8,0.6324066818517096
59,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_10,0.6340643126914273
60,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_20,0.6385638406301136
61,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_50,0.6397526678264056
