,full_comparison_name,RMSE
0,TableS3.2_to_TableS13_n_features_3_train_trees_5_best_trees_1,0.5888982545981057
1,TableS3.2_to_TableS13_n_features_3_train_trees_5_best_trees_3,0.4547827326826858
2,TableS3.2_to_TableS13_n_features_3_train_trees_5_best_trees_5,0.45717285991410955
3,TableS3.2_to_TableS13_n_features_3_train_trees_10_best_trees_1,0.5223359415543778
4,TableS3.2_to_TableS13_n_features_3_train_trees_10_best_trees_3,0.45506831909509377
5,TableS3.2_to_TableS13_n_features_3_train_trees_10_best_trees_5,0.45540838269387574
6,TableS3.2_to_TableS13_n_features_3_train_trees_10_best_trees_8,0.4566285403772851
7,TableS3.2_to_TableS13_n_features_3_train_trees_10_best_trees_10,0.4590134354988262
8,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_1,0.4699066527381793
9,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_3,0.4334645774440671
10,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_5,0.43378440411836744
11,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_8,0.4174867522563076
12,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_10,0.4105229899796052
13,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_20,0.4051533851456628
14,TableS3.2_to_TableS13_n_features_3_train_trees_50_best_trees_50,0.4017020312132145
15,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_1,0.6074117409431962
16,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_3,0.5180272370485185
17,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_5,0.48494031353097566
18,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_8,0.4944398031725108
19,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_10,0.4992979007440758
20,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_20,0.4654608919788443
21,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_50,0.4453885081706565
22,TableS3.2_to_TableS13_n_features_3_train_trees_100_best_trees_100,0.4538741148668064
23,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_1,0.5233598437934719
24,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_3,0.4935667487787817
25,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_5,0.4832410081748732
26,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_8,0.473743609534553
27,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_10,0.4591350715399536
28,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_20,0.46776271266701974
29,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_50,0.44569533388385213
30,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_100,0.43818977663271125
31,TableS3.2_to_TableS13_n_features_3_train_trees_200_best_trees_200,0.4494992427283931
32,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_1,0.5570316363455922
33,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_3,0.537298864752188
34,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_5,0.511883862783359
35,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_8,0.4702756657288357
36,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_10,0.45429470197604216
37,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_20,0.4547546198642441
38,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_50,0.4643481024835129
39,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_100,0.45404566229605203
40,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_200,0.45193814741835137
41,TableS3.2_to_TableS13_n_features_3_train_trees_300_best_trees_300,0.44880650952484236
42,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_1,0.5065742213519322
43,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_3,0.49545374260628855
44,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_5,0.4865090759693248
45,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_8,0.4780301064600385
46,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_10,0.4740547336473231
47,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_20,0.43804310201790636
48,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_50,0.45175971926771696
49,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_100,0.42913436541813643
50,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_200,0.4146093786953415
51,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_300,0.4169234502906883
52,TableS3.2_to_TableS13_n_features_3_train_trees_500_best_trees_500,0.4244770059504008
53,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_1,0.556222050398848
54,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_3,0.5009267184114198
55,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_5,0.5111694799772016
56,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_8,0.5103258722609482
57,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_10,0.506450474028028
58,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_20,0.4715160948369932
59,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_50,0.47055623756783366
60,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_100,0.4795365808016759
61,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_200,0.4669427642383957
62,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_300,0.46133547353322674
63,TableS3.2_to_TableS13_n_features_3_train_trees_700_best_trees_500,0.4580653863240355
64,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_1,0.515790516957458
65,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_3,0.5218530172341862
66,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_5,0.5183480379896771
67,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_8,0.5170065306448196
68,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_10,0.5166610822403005
69,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_20,0.4921318641758149
70,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_50,0.4605075589100365
71,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_100,0.48226841550112254
72,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_200,0.47730710029813694
73,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_300,0.47353193409295896
74,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_500,0.46856687633991134
75,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_750,0.470881242360809
76,TableS3.2_to_TableS13_n_features_3_train_trees_1000_best_trees_1000,0.47052698942416155
77,TableS3.2_to_TableS13_n_features_5_train_trees_5_best_trees_1,0.4624702243878796
78,TableS3.2_to_TableS13_n_features_5_train_trees_5_best_trees_3,0.4215028997016031
79,TableS3.2_to_TableS13_n_features_5_train_trees_5_best_trees_5,0.4254285290588117
80,TableS3.2_to_TableS13_n_features_5_train_trees_10_best_trees_1,0.48839856231629425
81,TableS3.2_to_TableS13_n_features_5_train_trees_10_best_trees_3,0.39639432463532304
