,full_comparison_name,RMSE
0,TableS3.2_to_TableS1_n_features_3_train_trees_5_best_trees_1,1.153001833406593
1,TableS3.2_to_TableS1_n_features_3_train_trees_5_best_trees_3,1.002331008102874
2,TableS3.2_to_TableS1_n_features_3_train_trees_5_best_trees_5,0.9980788825997385
3,TableS3.2_to_TableS1_n_features_3_train_trees_10_best_trees_1,1.0930744408105892
4,TableS3.2_to_TableS1_n_features_3_train_trees_10_best_trees_3,0.9697831978262913
5,TableS3.2_to_TableS1_n_features_3_train_trees_10_best_trees_5,0.9201129911256963
6,TableS3.2_to_TableS1_n_features_3_train_trees_10_best_trees_8,0.918731226611816
7,TableS3.2_to_TableS1_n_features_3_train_trees_10_best_trees_10,0.919966451186073
8,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_1,1.1574918342346148
9,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_3,1.0163467117967186
10,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_5,0.9806108683029624
11,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_8,0.9610015052174977
12,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_10,0.9556747811516569
13,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_20,0.9360614561967968
14,TableS3.2_to_TableS1_n_features_3_train_trees_50_best_trees_50,0.9429866782041565
15,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_1,1.2989621585921731
16,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_3,1.178717565597475
17,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_5,1.1265536423009959
18,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_8,1.0991691817284954
19,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_10,1.0752082809371821
20,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_20,1.0529483013968621
21,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_50,1.0413299123824038
22,TableS3.2_to_TableS1_n_features_3_train_trees_100_best_trees_100,1.0326564323966696
23,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_1,1.168528164086126
24,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_3,1.0180109894850422
25,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_5,1.0126699333921476
26,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_8,1.0012735477491475
27,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_10,0.9794983571025387
28,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_20,0.9733092183462303
29,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_50,0.9501075294735158
30,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_100,0.941914530128782
31,TableS3.2_to_TableS1_n_features_3_train_trees_200_best_trees_200,0.9553445730353177
32,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_1,1.2071451221754845
33,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_3,1.0948357828306252
34,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_5,1.075352219236717
35,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_8,1.0871940120153472
36,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_10,1.0667186088750462
37,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_20,1.0630986860195222
38,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_50,1.0453024525668213
39,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_100,1.0266333355924597
40,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_200,1.0132152968713324
41,TableS3.2_to_TableS1_n_features_3_train_trees_300_best_trees_300,1.0136101180720085
42,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_1,1.124917970748114
43,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_3,1.007007315924677
44,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_5,0.9764117093990065
45,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_8,0.9298578709384389
46,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_10,0.9277127783827348
47,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_20,0.9487232967352787
48,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_50,0.95445084048524
49,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_100,0.9385134905451608
50,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_200,0.9155589585408765
51,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_300,0.9127772085489521
52,TableS3.2_to_TableS1_n_features_3_train_trees_500_best_trees_500,0.9206948116046598
53,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_1,1.0873804993393015
54,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_3,1.0637708975255837
55,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_5,0.9858686225696915
56,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_8,0.9869508155860296
57,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_10,0.9874432092348094
58,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_20,0.9697844536770092
59,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_50,0.9540172735140189
60,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_100,0.9367763480466049
61,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_200,0.9095330063521663
62,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_300,0.9027877882779463
63,TableS3.2_to_TableS1_n_features_3_train_trees_700_best_trees_500,0.9066515144914085
64,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_1,1.081105667306378
65,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_3,1.0647776019361879
66,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_5,1.0365377934502713
67,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_8,1.0327586154139923
68,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_10,1.0428552852708535
69,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_20,1.0051995517428884
70,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_50,0.9595662127754999
71,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_100,0.9733176974772393
72,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_200,0.9448012137377614
73,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_300,0.93287357148154
74,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_500,0.9249804530878801
75,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_750,0.9348595696547254
76,TableS3.2_to_TableS1_n_features_3_train_trees_1000_best_trees_1000,0.9443178162587755
77,TableS3.2_to_TableS1_n_features_5_train_trees_5_best_trees_1,0.9016369573824107
78,TableS3.2_to_TableS1_n_features_5_train_trees_5_best_trees_3,0.8571256046534506
79,TableS3.2_to_TableS1_n_features_5_train_trees_5_best_trees_5,0.857233603686454
80,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_1,0.9942029916896977
81,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_3,0.8609555534281322
82,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_5,0.8709843512248987
83,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_8,0.8725669125574084
84,TableS3.2_to_TableS1_n_features_5_train_trees_10_best_trees_10,0.8846316152681198
85,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_1,1.0110718471351734
86,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_3,0.9177907147131527
87,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_5,0.9077934320127728
88,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_8,0.8883533891682986
89,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_10,0.8935331342831135
90,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_20,0.8860312626725914
91,TableS3.2_to_TableS1_n_features_5_train_trees_50_best_trees_50,0.9038464813416737
92,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_1,0.9760745958762198
93,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_3,0.8438920132990232
94,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_5,0.8078988365815082
95,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_8,0.8210235072541762
96,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_10,0.8220111973634102
97,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_20,0.8295394100826678
98,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_50,0.8357455187984335
99,TableS3.2_to_TableS1_n_features_5_train_trees_100_best_trees_100,0.8547819841862662
100,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_1,0.9838158597076787
101,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_3,0.8663761263790394
102,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_5,0.8546718257585054
103,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_8,0.8435513961191632
104,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_10,0.8474902629101637
105,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_20,0.8411303017080867
106,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_50,0.8269995334966087
107,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_100,0.8262599011455092
108,TableS3.2_to_TableS1_n_features_5_train_trees_200_best_trees_200,0.8546394092170791
109,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_1,1.0450736572759918
110,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_3,0.9099218938332089
111,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_5,0.858566413668142
112,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_8,0.8316531379295112
113,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_10,0.8169172813473464
114,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_20,0.8172883082394112
115,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_50,0.8069033662948797
116,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_100,0.8100014274266792
117,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_200,0.8094534206385474
118,TableS3.2_to_TableS1_n_features_5_train_trees_300_best_trees_300,0.8340795445704597
119,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_1,1.1438842143460117
120,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_3,0.9583388198663698
121,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_5,0.9241782342908778
122,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_8,0.897948537487726
123,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_10,0.8925716504271356
124,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_20,0.8767900390876937
125,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_50,0.8699250753418055
126,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_100,0.8609368104787185
127,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_200,0.8576780880510873
128,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_300,0.8572264470705638
129,TableS3.2_to_TableS1_n_features_5_train_trees_500_best_trees_500,0.8751781379446355
130,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_1,1.0343900009857803
131,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_3,0.9459595780486936
132,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_5,0.9353582390319364
133,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_8,0.9003924582661668
134,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_10,0.8987314024635513
135,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_20,0.8757182232497531
136,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_50,0.857833757750888
137,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_100,0.8451699903613722
138,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_200,0.8347542819039501
139,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_300,0.8312110467278021
140,TableS3.2_to_TableS1_n_features_5_train_trees_700_best_trees_500,0.8317666741254186
141,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_1,1.1123314574502372
142,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_3,0.9370957459213826
143,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_5,0.8689317961660273
144,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_8,0.845328487103382
145,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_10,0.8362507621126622
146,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_20,0.8306065742173029
147,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_50,0.8170667655805617
148,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_100,0.8028721954841881
149,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_200,0.7986771456383025
150,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_300,0.7952714786175893
151,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_500,0.7957331191371991
152,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_750,0.8029894415853905
153,TableS3.2_to_TableS1_n_features_5_train_trees_1000_best_trees_1000,0.8262786183985319
154,TableS3.2_to_TableS1_n_features_10_train_trees_5_best_trees_1,0.8164289529830893
155,TableS3.2_to_TableS1_n_features_10_train_trees_5_best_trees_3,0.8028842329719414
156,TableS3.2_to_TableS1_n_features_10_train_trees_5_best_trees_5,0.831062482090892
157,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_1,0.7902559337012005
158,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_3,0.7734790867801219
159,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_5,0.7726304047062201
160,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_8,0.7783250875956778
161,TableS3.2_to_TableS1_n_features_10_train_trees_10_best_trees_10,0.7940350119839321
162,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_1,0.848680171304096
163,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_3,0.7698957330754637
164,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_5,0.7558677436247018
165,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_8,0.7528561584331132
166,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_10,0.7521131023031721
167,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_20,0.7447692466844738
168,TableS3.2_to_TableS1_n_features_10_train_trees_50_best_trees_50,0.7680177702978016
169,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_1,0.7794745144910058
170,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_3,0.7260768700965263
171,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_5,0.7102389625231471
172,TableS3.2_to_TableS1_n_features_10_train_trees_100_best_trees_8,0.7004488970928325
